,Instrument,Company Name,TRBC Business Sector Name,Company Market Cap,Credit Combined PD (%),Return On Assets - Actual,Total Debt to Common Equity,Price Momentum T12M Volatility
876,FNF.N,Fidelity National Financial Inc,Insurance,13572531179.45,0.094045,1.76,0.52943,11.332804
877,FL.N,Foot Locker Inc,Retailers,2690202825.99,0.31946,5.9,0.13726,19.605762
878,F.N,Ford Motor Co,Automobiles & Auto Parts,45873857848.02,0.243012,2.969,3.21375,13.349135
879,FOR.N,Forestar Group Inc,Industrial & Commercial Services,1695432950.61,0.132357,6.929,0.50771,13.062881
880,FORM.OQ,FormFactor Inc,Technology Equipment,3056076959.26,0.043817,9.66,0.01909,10.242566
881,FTNT.OQ,Fortinet Inc,Software & IT Services,47948275611.32,0.038214,15.83,,13.667964
882,FTV.N,Fortive Corp,Industrial Goods,25261044939.72,0.046104,7.0,0.33576,6.952778
883,FBIN.N,Fortune Brands Innovations Inc,Cyclical Consumer Products,9820275718.44,0.155778,11.789,1.28109,9.26215
884,FWRD.OQ,Forward Air Corp,Transportation,1445800629.42,0.193828,16.719,0.18646,13.151319
885,FCPT.N,Four Corners Property Trust Inc,Real Estate,2280431610.1,0.354585,4.769,0.87626,5.508127
886,FOX.OQ,Fox Corp,Cyclical Consumer Services,14471588955.49,,8.47,0.69474,7.515385
887,FOXA.OQ,Fox Corp,Cyclical Consumer Services,14471588955.49,0.070799,8.47,0.69474,7.515385
888,FOXF.OQ,Fox Factory Holding Corp,Automobiles & Auto Parts,2755184519.34,0.160379,,0.17835,17.229475
889,FBRT.N,Franklin BSP Realty Trust Inc,Real Estate,1117836711.6,0.416454,,3.4057,9.12478
890,FELE.OQ,Franklin Electric Co Inc,Industrial Goods,4313902343.52,0.020223,,0.2023,6.343922
891,BEN.N,Franklin Resources Inc,Banking & Investment Services,14072965380.0,0.108643,4.58,0.94694,10.481373
892,FRHC.OQ,Freedom Holding Corp,Banking & Investment Services,4843133125.38,0.150202,,2.02942,7.762135
893,FCX.N,Freeport-McMoRan Inc,Mineral Resources,58707028369.36,0.155061,7.15,0.68274,11.833838
894,FDP.N,Fresh Del Monte Produce Inc,Food & Beverages,1233990023.04,0.058624,,0.28792,5.71957
895,FRPT.OQ,Freshpet Inc,Food & Beverages,4117445994.3,0.118134,-6.23,0.0,13.126054
896,FREY.N,FREYR Battery Inc,Industrial Goods,216543112.7,0.709948,-14.21,0.0,31.2116
897,FTDR.OQ,Frontdoor Inc,Personal & Household Products & Services,2615574027.6,0.166567,9.67,9.98361,10.773387
898,FYBR.OQ,Frontier Communications Parent Inc,Telecommunications Services,5633483880.0,0.849522,2.51,1.80327,16.057351
899,ULCC.OQ,Frontier Group Holdings Inc,Transportation,1043420763.12,1.038388,-0.39,0.84283,19.142182
900,FFIN.OQ,First Financial Bankshares Inc,Banking & Investment Services,4000142071.42,0.113094,1.8,0.50761,12.132775
901,FHN.N,First Horizon Corp,Banking & Investment Services,7638379338.4,0.275153,1.18,0.56742,25.352111
902,FTAI.OQ,FTAI Aviation Ltd,Banking & Investment Services,4838491880.25,0.196464,-6.04,116.06973,6.279182
903,FCN.N,FTI Consulting Inc,Industrial & Commercial Services,7131417268.43,0.074002,,0.18741,10.058476
904,FUBO.N,Fubotv Inc,Software & IT Services,799359072.33,1.826331,-42.409,0.97199,30.069096
905,FCEL.OQ,Fuelcell Energy Inc,Renewable Energy,546683188.48,0.486621,-11.69,0.17505,19.946349
906,FLGT.OQ,Fulgent Genetics Inc,Healthcare Services & Equipment,828836604.29,0.082874,14.1,0.02116,9.99099
907,FULT.OQ,Fulton Financial Corp,Banking & Investment Services,2605705361.58,0.221615,1.11,1.20291,13.109041
908,GIII.OQ,G-III Apparel Group Ltd,Cyclical Consumer Products,1453225098.36,0.116222,5.089,0.44705,10.694722
909,GME.N,GameStop Corp,Retailers,4506336146.25,0.218133,,0.02987,16.934257
910,GLPI.OQ,Gaming and Leisure Properties Inc,Real Estate,12531048208.9,0.288128,6.509,1.6364,3.501087
911,GCI.N,Gannett Co Inc,Cyclical Consumer Services,345392505.6,1.94651,,3.92834,18.579612
912,GPS.N,Gap Inc,Retailers,7505666882.56,0.246938,-1.199,0.82221,21.290419
913,GRMN.N,Garmin Ltd,Technology Equipment,23696353886.45,0.012673,12.72,0.0,3.401741
914,GTX.OQ,Garrett Motion Inc,Automobiles & Auto Parts,2145414911.4,0.41837,,,9.326492
915,IT.N,Gartner Inc,Software & IT Services,35405039056.52,0.071708,12.419,10.80522,7.619808
916,GTES.N,Gates Industrial Corporation PLC,Industrial Goods,3573391806.93,0.141333,4.469,0.79273,7.53101
917,GATX.N,GATX Corp,Banking & Investment Services,4153500000.0,0.092417,,3.17737,6.802379
918,GE.N,General Electric Co,Consumer Goods Conglomerates,141261624520.97,0.076472,1.49,0.71413,3.246514
919,GEHC.OQ,GE Healthcare Technologies Inc,Healthcare Services & Equipment,34675857329.58,0.063285,,0.88159,7.229488
920,GEN.OQ,Gen Digital Inc,Software & IT Services,14794115584.3,0.234156,9.789,4.43727,13.772474
921,GNK.N,Genco Shipping & Trading Ltd,Transportation,678491706.75,0.255858,,0.17047,10.562388
922,GNRC.N,Generac Holdings Inc,Industrial Goods,7586799759.5,0.212275,10.73,0.63384,13.788809
923,GD.N,General Dynamics Corp,Industrial Goods,69536848896.6,0.049223,6.669,0.57938,5.494412
924,GIS.N,General Mills Inc,Food & Beverages,35998553439.0,0.079473,5.53,1.12022,6.772993
925,GCO.N,Genesco Inc,Retailers,320428684.13,0.511986,4.759,0.074,12.937384
926,GENI.N,Genius Sports Ltd,Software & IT Services,1309845429.64,0.107966,-21.879,0.02513,15.466912
927,G.N,Genpact Ltd,Industrial & Commercial Services,6313151485.2,0.038278,10.779,0.79603,8.250471
928,GNTX.OQ,Gentex Corp,Automobiles & Auto Parts,7510733430.2,0.008073,14.3,0.0,4.954922
929,THRM.OQ,Gentherm Inc,Automobiles & Auto Parts,1567662996.6,0.171699,5.62,0.35132,10.234964
930,GPC.N,Genuine Parts Co,Automobiles & Auto Parts,19459292382.8,0.068411,7.7,0.87823,4.625942
931,GNW.N,Genworth Financial Inc,Insurance,2805249401.94,0.285086,,0.21111,14.16203
932,GEO.N,Geo Group Inc,Industrial & Commercial Services,1352078395.52,0.688465,,1.6968,12.323035
933,GERN.OQ,Geron Corp,Pharmaceuticals & Medical Research,1102419818.5,0.198383,,0.63948,19.089244
934,GTY.N,Getty Realty Corp,Real Estate,1518337849.65,0.251786,5.939,0.91467,4.06135
935,GEVO.OQ,Gevo Inc,Renewable Energy,245110829.7,0.290934,,0.11198,17.909618
936,ROCK.OQ,Gibraltar Industries Inc,Cyclical Consumer Products,2416653177.2,0.032603,,0.10797,10.215897
937,GILD.OQ,Gilead Sciences Inc,Pharmaceuticals & Medical Research,107633098890.1,0.064998,13.97,1.18785,5.02033
938,DNA.N,Ginkgo Bioworks Holdings Inc,Pharmaceuticals & Medical Research,2597967522.8,0.265777,,0.0,20.366902
939,GTLB.OQ,GitLab Inc,Software & IT Services,9584892000.0,0.035778,-5.99,,22.765996
940,GBCI.N,Glacier Bancorp Inc,Banking & Investment Services,4423099893.36,0.161382,1.149,1.03963,16.131952
941,GOOD.OQ,Gladstone Commercial Corp,Real Estate,590406605.4,1.156157,,3.67433,13.069693
942,GKOS.N,Glaukos Corp,Healthcare Services & Equipment,4318274922.69,0.2963,-10.099,0.66711,14.060429
943,GMRE.N,Global Medical REIT Inc,Real Estate,701544890.1,0.542515,,1.24389,8.992598
944,GNL.N,Global Net Lease Inc,Real Estate,2144454358.34,1.221478,,1.66527,11.452525
945,GPN.N,Global Payments Inc,Industrial & Commercial Services,33920815887.42,0.226239,5.7,0.63693,9.671456
946,GLBE.OQ,Global-E Online Ltd,Software & IT Services,6486372571.03,0.030764,,,11.378176
947,GLOB.N,Globant SA,Software & IT Services,10024778725.28,0.049793,10.66,0.09209,13.679982
948,GL.N,Globe Life Inc,Insurance,11313072548.0,0.062089,2.92,0.52589,5.461161
949,GMED.N,Globus Medical Inc,Healthcare Services & Equipment,7746733366.68,0.113022,,0.0,12.703328
950,GM.N,General Motors Co,Automobiles & Auto Parts,48287907323.56,0.267185,4.339,1.69193,14.842281
951,GMS.N,GMS Inc,Cyclical Consumer Products,3190987592.96,0.131829,12.42,0.86187,10.094414
952,GDDY.N,GoDaddy Inc,Software & IT Services,14776364501.7,0.096267,4.939,,8.885562
953,GOGO.OQ,Gogo Inc,Telecommunications Services,1132515659.88,0.323058,12.4,,11.359268
954,GDEN.OQ,Golden Entertainment Inc,Cyclical Consumer Services,1094871077.74,0.314797,5.269,2.55304,9.169826
955,GS.N,Goldman Sachs Group Inc,Banking & Investment Services,123188983276.0,0.327847,0.74,4.34913,8.709468
956,GBDC.OQ,Golub Capital Bdc Inc,Banking & Investment Services,2584623868.08,0.140371,,1.42019,4.797003
957,GDRX.OQ,GoodRx Holdings Inc,Software & IT Services,2696716187.84,0.191672,7.83,,15.422759
958,GT.OQ,Goodyear Tire & Rubber Co,Automobiles & Auto Parts,3742839672.0,0.767525,1.7,1.48868,12.297645
959,GSHD.OQ,Goosehead Insurance Inc,Insurance,2758468746.8,0.05262,6.86,8.77095,5.588088
960,GPRO.OQ,GoPro Inc,Technology Equipment,501732844.8,0.274348,6.929,0.23059,12.19971
961,GRAB.OQ,Grab Holdings Ltd,Software & IT Services,12557520000.0,0.074471,-16.539,0.20672,9.096354
962,GGG.N,Graco Inc,Industrial Goods,14267656233.34,0.011707,18.66,0.05161,6.292309
963,EAF.N,GrafTech International Ltd,Industrial Goods,436573430.0,5.650344,25.17,2.7299,16.504647
964,GHC.N,Graham Holdings Co,Academic & Educational Services,3091375450.72,0.132975,,0.20306,6.428768
965,LOPE.OQ,Grand Canyon Education Inc,Academic & Educational Services,3765722057.28,0.024451,,,8.290523
966,GVA.N,Granite Construction Inc,Industrial & Commercial Services,2064426424.86,0.13423,,0.3026,8.279176
967,GPK.N,Graphic Packaging Holding Co,Applied Resources,7865558630.5,0.234516,6.95,2.44439,6.11039
968,GTN.N,Gray Television Inc,Cyclical Consumer Services,875660990.565,1.317738,,3.05057,17.20215
969,GLDD.OQ,Great Lakes Dredge & Dock Corp,Industrial & Commercial Services,498261163.4,0.413912,,0.87318,14.638652
970,GRBK.N,Green Brick Partners Inc,Cyclical Consumer Products,2275724954.6,0.069858,18.969,0.39152,13.823203
971,GDOT.N,Green Dot Corp,Banking & Investment Services,472070790.0,0.436983,2.94,0.04521,16.533522
972,GPRE.OQ,Green Plains Inc,Renewable Energy,1394066118.77,0.421045,,0.69751,11.438558
973,GBX.N,Greenbrier Companies Inc,Industrial Goods,1448830953.8,0.252592,2.53,1.28232,13.957271
974,GEF.N,Greif Inc,Applied Resources,2994140222.57,0.21548,,1.15324,8.160337
975,GDYN.OQ,Grid Dynamics Holdings Inc,Software & IT Services,980401690.41,0.031709,9.14,,18.943418
976,GFF.N,Griffon Corp,Cyclical Consumer Products,3072502891.5,0.30537,9.46,4.62571,13.094388
977,GO.OQ,Grocery Outlet Holding Corp,Food & Drug Retailing,2678283987.28,0.112275,3.75,0.34708,7.500201
978,GPI.N,Group 1 Automotive Inc,Retailers,3785772852.84,0.251722,11.359,1.37998,9.682733
979,GSL.N,Global Ship Lease Inc,Transportation,718269311.89,0.079493,14.55,0.96678,6.908674
980,GH.OQ,Guardant Health Inc,Pharmaceuticals & Medical Research,2933925744.2,0.809379,-34.32,18.89982,16.143155
981,GES.N,Guess? Inc,Retailers,1223292697.32,0.205241,,0.81487,8.981891
982,GWRE.N,Guidewire Software Inc,Software & IT Services,9243404199.72,0.035747,1.36,0.33529,5.738794
983,GPOR.N,Gulfport Energy Corp,Energy - Fossil Fuels,2297826624.72,0.133851,18.629,0.83751,9.402611
984,GXO.N,GXO Logistics Inc,Transportation,6879162445.3,0.096023,4.059,0.6828,9.200132
985,HEES.OQ,H&E Equipment Services Inc,Industrial & Commercial Services,1769643907.3,0.451386,,3.09943,11.931624
986,HRB.N,H & R Block Inc,Personal & Household Products & Services,6540228456.96,0.112003,,46.43756,8.18147
987,FUL.N,H.B. Fuller Company,Chemicals,4234205013.24,0.165973,5.059,1.10185,5.067277
988,HAE.N,Haemonetics Corp,Healthcare Services & Equipment,4211625591.0,0.059653,,0.93629,6.001892
989,HAIN.OQ,Hain Celestial Group Inc,Food & Beverages,1002946821.24,0.270074,1.9,0.81417,10.616452
990,HAL.N,Halliburton Co,Energy - Fossil Fuels,30861384064.16,0.063083,8.58,1.01522,12.977672
991,HALO.OQ,Halozyme Therapeutics Inc,Pharmaceuticals & Medical Research,4548137927.3,0.107578,21.14,8.86995,14.7716
992,HLNE.OQ,Hamilton Lane Inc,Banking & Investment Services,6077698374.99,0.046586,,0.51399,10.483711
993,HWC.OQ,Hancock Whitney Corp,Banking & Investment Services,3927631612.35,0.263615,1.439,0.63764,15.309166
994,HBI.N,HanesBrands Inc,Cyclical Consumer Products,1442166950.64,3.688069,5.05,9.68975,16.043951
995,HAFC.OQ,Hanmi Financial Corp,Banking & Investment Services,559560848.77,0.213763,1.42,0.752,13.464991
996,HASI.N,Hannon Armstrong Sustainable Infrastructure Capital Inc,Real Estate,2790172594.39,0.612619,4.169,1.82618,21.390757
997,THG.N,Hanover Insurance Group Inc,Insurance,4396275765.76,0.132143,,0.33526,6.77897
998,HOG.N,Harley-Davidson Inc,Automobiles & Auto Parts,4749093428.2,0.276224,6.58,2.38066,12.66646
999,HLIT.OQ,Harmonic Inc,Technology Equipment,1365351460.27,0.071416,8.73,0.40029,16.732717
1000,HRMY.OQ,Harmony Biosciences Holdings Inc,Pharmaceuticals & Medical Research,1834473286.08,0.08233,,0.47574,23.161259
1001,HROW.OQ,Harrow Inc,Pharmaceuticals & Medical Research,349070395.24,1.037774,,4.13941,14.969269
1002,HIG.N,Hartford Financial Services Group Inc,Insurance,24711249068.48,0.06381,13.33,0.32656,6.045446
1003,HAS.OQ,Hasbro Inc,Cyclical Consumer Products,6745325137.06,0.362027,6.389,1.40031,13.802552
1004,HCP.OQ,HashiCorp Inc,Software & IT Services,4401068596.47,0.049936,-6.28,0.0,12.009903
1005,HVT.N,Haverty Furniture Companies Inc,Retailers,571655292.03,0.045658,,,11.906214
1006,HE.N,Hawaiian Electric Industries Inc,Utilities,1483371600.06,1.078405,1.5,1.49892,20.824952
1007,HA.OQ,Hawaiian Holdings Inc,Transportation,712066733.88,1.455188,-4.799,5.19927,42.173556
1008,HWKN.OQ,Hawkins Inc,Chemicals,1388361187.5,0.172242,,0.31897,5.597702
1009,HAYW.N,Hayward Holdings Inc,Industrial Goods,2688334149.64,0.211111,7.719,0.89906,9.703242
1010,HCA.N,HCA Healthcare Inc,Healthcare Services & Equipment,75531201152.0,0.09166,9.65,,6.748351
1011,HCI.N,Hci Group Inc,Insurance,823433156.04,0.094683,,1.30192,9.874849
1012,HCAT.OQ,Health Catalyst Inc,Software & IT Services,632478060.76,0.217127,-1.77,0.53298,21.017881
1013,HR.N,Healthcare Realty Trust Inc,Real Estate,6672913846.56,0.448659,1.17,0.71651,6.343179
1014,HCSG.OQ,Healthcare Services Group Inc,Industrial & Commercial Services,731843590.0,0.095398,4.629,0.05866,8.736763
1015,HQY.OQ,Healthequity Inc,Software & IT Services,6211144814.16,0.078415,3.7,0.48814,8.066032
1016,PEAK.N,Healthpeak Properties Inc,Real Estate,11401029537.36,0.49085,3.209,0.97639,9.754147
1017,HTLD.OQ,Heartland Express Inc,Transportation,1033668909.0,0.203981,6.45,0.48278,6.971159
1018,HTLF.OQ,Heartland Financial USA Inc,Banking & Investment Services,1572506723.44,0.210599,1.08,0.46041,14.598116
1019,HL.N,Hecla Mining Co,Mineral Resources,2714042303.69,0.271201,,0.28499,15.270061
1020,HEIa.N,HEICO Corp,Industrial Goods,20826348646.86,0.088244,7.15,0.78769,5.618131
1021,HEI.N,HEICO Corp,Industrial Goods,20826348646.86,0.088244,7.15,0.78769,5.796801
1022,HELE.OQ,Helen of Troy Ltd,Cyclical Consumer Products,2883528144.89,0.091626,,0.62762,12.622005
1023,HLIO.N,Helios Technologies Inc,Industrial Goods,1406735211.84,0.258357,9.119,0.55919,11.540402
1024,HLX.N,Helix Energy Solutions Group Inc,Energy - Fossil Fuels,1419699777.18,0.119768,,0.17411,10.510122
1025,HP.N,Helmerich and Payne Inc,Energy - Fossil Fuels,3373554038.4,0.092419,9.939,0.19666,13.036866
1026,HSIC.OQ,Henry Schein Inc,Healthcare Services & Equipment,9584252032.16,0.085412,7.759,0.33343,8.426108
1027,HLF.N,Herbalife Ltd,Food & Beverages,1327115718.89,0.378762,,,15.140311
1028,HRI.N,Herc Holdings Inc,Industrial & Commercial Services,3969634655.73,0.308988,6.509,2.64995,15.46923
1029,HFWA.OQ,Heritage Financial Corp,Banking & Investment Services,708491842.8,0.126894,1.14,0.08531,13.614582
1030,HSY.N,Hershey Co,Food & Beverages,38985533797.76,0.049023,16.48,1.45212,5.494177
1031,HTZ.OQ,Hertz Global Holdings Inc,Transportation,2567158460.1,2.433668,28.5,5.47448,16.054001
1032,HES.N,Hess Corp,Energy - Fossil Fuels,43545905202.55,0.091667,10.429,1.07969,12.091937
1033,HESM.N,Hess Midstream LP,Energy - Fossil Fuels,7406868497.25,0.079417,,11.77315,5.976095
1034,HXL.N,Hexcel Corp,Industrial Goods,6033303118.62,0.113944,3.85,0.46551,7.343822
1035,DINO.N,HF Sinclair Corp,Energy - Fossil Fuels,9854688546.9,0.134592,19.42,0.35879,11.599404
1036,HIBB.OQ,Hibbett Inc,Retailers,773050888.17,0.091816,15.589,0.10286,15.481622
1037,HPK.OQ,Highpeak Energy Inc,Energy - Fossil Fuels,1809450805.07,1.147081,,0.60219,24.24269
1038,HIW.N,Highwoods Properties Inc,Real Estate,2454197520.42,0.729236,,1.30608,15.253654
1039,HI.N,Hillenbrand Inc,Industrial Goods,3174473642.4,0.214484,,1.23296,7.636591
1040,HLMN.OQ,Hillman Solutions Corp,Retailers,1736585721.09,0.209023,0.03,0.7739,10.713466
1041,HTH.N,Hilltop Holdings Inc,Banking & Investment Services,2210560328.32,0.155452,0.69,0.67412,7.429749
1042,HGV.N,Hilton Grand Vacations Inc,Cyclical Consumer Services,4363634248.2,0.645102,4.4,1.74477,10.06804
1043,HLT.N,Hilton Worldwide Holdings Inc,Cyclical Consumer Services,46713165958.8,0.051923,8.769,,6.208107
1044,HIMS.N,Hims & Hers Health Inc,Healthcare Services & Equipment,1816784363.56,0.047545,-11.38,0.0,14.536182
1045,HNI.N,HNI Corp,Industrial & Commercial Services,1905564972.22,0.114164,,0.33025,7.666716
1046,HLLY.N,Holley Inc,Automobiles & Auto Parts,537107930.16,1.197289,2.589,1.56389,25.264733
1047,HOLX.OQ,Hologic Inc,Healthcare Services & Equipment,17460203845.5,0.034757,10.81,0.56541,5.124245
1048,HOMB.N,Home BancShares Inc,Banking & Investment Services,4767858300.15,0.096628,1.35,0.34641,8.220919
1049,HD.N,Home Depot Inc,Retailers,354024590529.24,0.146295,23.059,27.65237,7.209312
1050,HON.OQ,Honeywell International Inc,Consumer Goods Conglomerates,132575304508.4,0.032918,9.449,1.17207,5.599098
1051,HOPE.OQ,Hope Bancorp Inc,Banking & Investment Services,1387246314.3,0.198029,1.179,0.58867,13.680207
1052,HMN.N,Horace Mann Educators Corp,Insurance,1365122808.66,0.123607,,0.45343,5.777696
1053,HRL.N,Hormel Foods Corp,Food & Beverages,17394982181.36,0.090887,6.6,0.42783,6.916479
1054,HST.OQ,Host Hotels & Resorts Inc,Real Estate,13932380987.0,0.161995,5.139,0.62817,8.17757
1055,HLI.N,Houlihan Lokey Inc,Banking & Investment Services,7915077143.16,0.03431,10.769,0.0137,5.853234
1056,HOV.N,Hovnanian Enterprises Inc,Cyclical Consumer Products,992061186.6,0.434975,,2.56034,22.268027
1057,HHH.N,Howard Hughes Holdings Inc,Real Estate,4114482670.48,0.612671,1.919,1.34082,8.439721
1058,HWM.N,Howmet Aerospace Inc,Industrial Goods,22868281421.16,0.155514,5.79,1.17372,6.572548
1059,HPQ.N,HP Inc,Technology Equipment,29538802004.69,0.073837,8.669,,6.904514
1060,HPE.N,Hewlett Packard Enterprise Co,Technology Equipment,20657000000.0,0.074349,4.96,0.58328,10.049889
1061,HUBG.OQ,Hub Group Inc,Transportation,2818039215.12,0.038927,13.599,0.21483,10.586508
1062,HUBB.N,Hubbell Inc,Industrial Goods,17568192241.5,0.051662,10.769,0.61104,8.511483
1063,HUBS.N,HubSpot Inc,Software & IT Services,28253050313.05,0.048568,6.009,0.45779,9.994265
1064,HPP.N,Hudson Pacific Properties Inc,Real Estate,1238842400.58,4.457055,-2.47,1.61522,23.934163
1065,HDSN.OQ,Hudson Technologies Inc,Industrial Goods,591530940.0,0.110334,,0.24723,13.088112
1066,HUM.N,Humana Inc,Healthcare Services & Equipment,54009903971.2,0.057066,7.34,0.72667,6.686195
1067,HBAN.OQ,Huntington Bancshares Inc,Banking & Investment Services,18129900164.36,0.258788,1.25,0.75257,15.395727
1068,HII.N,Huntington Ingalls Industries Inc,Industrial Goods,10116769774.08,0.083085,5.389,0.82976,6.810634
1069,HUN.N,Huntsman Corp,Chemicals,4148040191.4,0.275534,7.219,0.48263,6.442464
1070,HURN.OQ,Huron Consulting Group Inc,Industrial & Commercial Services,1951652746.5,0.055504,,0.52532,7.084156
1071,H.N,Hyatt Hotels Corp,Cyclical Consumer Services,13191470298.1,0.185638,2.93,0.84158,7.631548
1072,HY.N,Hyster-Yale Materials Handling Inc,Industrial Goods,1105895290.5,0.152506,,2.70499,12.917331
1073,IAC.OQ,IAC Inc,Software & IT Services,4284839431.11,0.345649,-10.199,0.34557,10.771539
1074,IAS.OQ,Integral Ad Science Holding Corp,Cyclical Consumer Services,2334669662.75,0.094273,5.349,0.27624,14.479839
1075,IBM.N,International Business Machines Corp,Software & IT Services,151395060729.8,0.067884,6.419,2.32177,7.000669
1076,IBP.N,Installed Building Products Inc,Industrial & Commercial Services,5302838686.14,0.09803,15.05,1.76304,11.673283
1077,ICFI.OQ,ICF International Inc,Industrial & Commercial Services,2494181950.7,0.067841,,0.67373,5.266802
1078,ICHR.OQ,Ichor Holdings Ltd,Technology Equipment,950443808.75,0.250055,9.97,0.51186,14.70568
1079,ICUI.OQ,ICU Medical Inc,Healthcare Services & Equipment,2305618658.76,0.494751,6.769,0.79239,13.20243
1080,IDA.N,Idacorp Inc,Utilities,4845902790.38,0.144618,,0.7816,3.478292
1081,IDYA.OQ,IDEAYA Biosciences Inc,Pharmaceuticals & Medical Research,2561619417.28,0.035962,-15.25,,17.354229
